type1,type1_states,type1_transitions,type2,type2_states,type2_transitions
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,12,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,8,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,7,DFA,7,14
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,12,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,10,DFA,7,14
NFA,3,11,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,12,DFA,4,8
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,10,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,12,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,13,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,12,DFA,5,10
NFA,3,13,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,12,DFA,6,12
NFA,3,13,DFA,5,10
NFA,3,13,DFA,5,10
NFA,3,14,DFA,4,8
NFA,3,5,DFA,4,8
NFA,3,5,DFA,7,14
NFA,3,6,DFA,7,14
NFA,3,5,DFA,4,8
NFA,3,6,DFA,6,12
NFA,3,6,DFA,8,16
NFA,3,7,DFA,8,16
NFA,3,5,DFA,5,10
NFA,3,6,DFA,4,8
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,6,DFA,5,10
NFA,3,7,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,5,DFA,5,10
NFA,3,6,DFA,4,8
NFA,3,6,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,6,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,7,DFA,8,16
NFA,3,8,DFA,8,16
NFA,3,6,DFA,6,12
NFA,3,7,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,8,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,5,DFA,4,8
NFA,3,6,DFA,3,6
NFA,3,6,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,6,DFA,3,6
NFA,3,7,DFA,5,10
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,6,DFA,5,10
NFA,3,7,DFA,3,6
NFA,3,7,DFA,8,16
NFA,3,8,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,8,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,6,DFA,4,8
NFA,3,6,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,6,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,6,DFA,4,8
NFA,3,7,DFA,3,6
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,8,DFA,3,6
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,6,DFA,6,12
NFA,3,6,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,6,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,8,16
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,7,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,6,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,4,8
NFA,3,8,DFA,7,14
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,6,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,7,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,8,DFA,8,16
NFA,3,9,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,6,DFA,5,10
NFA,3,6,DFA,8,16
NFA,3,7,DFA,7,14
NFA,3,6,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,6,DFA,8,16
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,6,DFA,4,8
NFA,3,7,DFA,4,8
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,3,6
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,5,10
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,7,DFA,8,16
NFA,3,8,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,10,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,6,12
NFA,3,12,DFA,4,8
NFA,3,7,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,8,DFA,7,14
NFA,3,8,DFA,8,16
NFA,3,9,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,10,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,8,DFA,8,16
NFA,3,9,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,10,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,10,DFA,7,14
NFA,3,11,DFA,7,14
NFA,3,9,DFA,7,14
NFA,3,10,DFA,4,8
NFA,3,10,DFA,7,14
NFA,3,11,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,11,DFA,4,8
NFA,3,11,DFA,5,10
NFA,3,12,DFA,4,8
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,10,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,11,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,9,DFA,7,14
NFA,3,10,DFA,5,10
NFA,3,10,DFA,7,14
NFA,3,11,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,11,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,10,DFA,7,14
NFA,3,11,DFA,5,10
NFA,3,11,DFA,7,14
NFA,3,12,DFA,4,8
NFA,3,11,DFA,6,12
NFA,3,12,DFA,5,10
NFA,3,12,DFA,5,10
NFA,3,13,DFA,4,8
NFA,3,6,DFA,5,10
NFA,3,6,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,6,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,9,DFA,5,10
NFA,3,6,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,7,14
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,8,DFA,8,16
NFA,3,9,DFA,7,14
NFA,3,7,DFA,6,12
NFA,3,8,DFA,4,8
NFA,3,8,DFA,7,14
NFA,3,9,DFA,4,8
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,4,8
NFA,3,6,DFA,5,10
NFA,3,7,DFA,4,8
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,10,DFA,5,10
NFA,3,7,DFA,6,12
NFA,3,8,DFA,4,8
NFA,3,8,DFA,8,16
NFA,3,9,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,5,10
NFA,3,9,DFA,6,12
NFA,3,10,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,4,8
NFA,3,9,DFA,7,14
NFA,3,10,DFA,4,8
NFA,3,9,DFA,6,12
NFA,3,10,DFA,5,10
NFA,3,10,DFA,6,12
NFA,3,11,DFA,4,8
NFA,3,7,DFA,5,10
NFA,3,7,DFA,7,14
NFA,3,8,DFA,6,12
NFA,3,7,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,7,DFA,5,10
NFA,3,8,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,4,8
NFA,3,8,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,9,DFA,5,10
NFA,3,10,DFA,5,10
NFA,3,7,DFA,6,12
NFA,3,8,DFA,5,10
NFA,3,8,DFA,6,12
NFA,3,9,DFA,6,12
NFA,3,8,DFA,7,14
NFA,3,9,DFA,6,12
NFA,3,9,DFA,7,14
NFA,3,10,DFA,6,12
NFA,3,8,DFA,5,10
